skills,interests,education,experience,career_category,salary_min,salary_max
"stakeholder communication, problem solving, tableau, postgresql, grpc",analytics,master's degree,0,Data Analyst,450000,961000
"git, customer discovery, personas, prototyping, data storytelling","user research, design, interactive web experiences",bachelor's degree,12,UX Designer,1111000,2333000
"databases, critical thinking, docker, linux, ci/cd, documentation, infrastructure as code, helm","backend systems, technology, financial analysis",master's degree,0,Back-End Developer,493000,1064000
"presentation skills, design patterns, javascript, git","clean code, algorithms, system design, innovation",bachelor's degree,1,Software Engineer,651000,1469000
"communication, testing, git, linux, agile, sketch, journey mapping","infrastructure, technology, api design, backend systems, engineering",diploma,3,Back-End Developer,757000,1685000
"object-oriented design, scripting, algorithms, ci/cd, documentation, api design, testing, agile","automation, coding",diploma,8,Software Engineer,945000,1891000
"javascript, teamwork, python, documentation, html, storybook","automation, algorithms, web development, system design",bachelor's degree,3,Software Engineer,758000,1594000
"personas, pricing strategy, market analysis, concurrency, code review","customer feedback, teamwork, requirements analysis",bachelor's degree,5,Product Manager,1138000,2362000
"user research, testing, design systems, competitive analysis","design, user experience, web development",bachelor's degree,0,Front-End Developer,490000,1027000
"numpy, agile, sql, okrs, competitive analysis","statistics, market research, data storytelling, reporting, analytics, automation",bachelor's degree,1,Data Analyst,435000,977000
"agile, testing, design systems, next.js","web development, design, problem solving",bachelor's degree,10,Front-End Developer,857000,1853000
"cloud, api design, agile, databases, documentation, progressive web apps, storybook","infrastructure, cloud, automation",master's degree,9,DevOps Engineer,992000,2275000
"numpy, pandas, critical thinking, debugging, machine learning, git, performance tuning","programming, statistics, customer needs",bachelor's degree,4,Machine Learning Engineer,839000,1843000
"testing, figma, tailwind css","web development, learning new tools, design, user experience, model optimization",bachelor's degree,0,Front-End Developer,410000,865000
"site reliability, git, linux, critical thinking, docker, information architecture, sketch","cloud, infrastructure, automation",bachelor's degree,0,DevOps Engineer,522000,1177000
"algorithms, numpy, statistics, machine learning, presentation skills, git, django, caching","pattern recognition, nlp research",master's degree,3,Machine Learning Engineer,877000,1813000
"statistics, pandas, numpy, git, data cleaning, incident response, site reliability","model optimization, statistics, data analysis, nlp research, algorithms",bachelor's degree,1,Machine Learning Engineer,788000,1651000
"linux, ci/cd","site reliability, systems, learning new tools",master's degree,0,DevOps Engineer,631000,1485000
"requirements gathering, market analysis, communication, roadmap","user research, stakeholder collaboration, market fit",bachelor's degree,10,Product Manager,1534000,3578000
"algorithms, statistics, debugging, machine learning, presentation skills","algorithms, pattern recognition, site reliability",bachelor's degree,9,Machine Learning Engineer,1294000,2729000
"c#, html, testing, scripting, linux, api design, design patterns","clean code, automation, human-centered design",phd,1,Software Engineer,673000,1455000
"presentation skills, python, git, api design, infrastructure as code","web development, automation, technology, web performance",diploma,3,Software Engineer,736000,1478000
"problem solving, html, git, database indexing, mongodb","ui development, design, coding, web development, web performance",bachelor's degree,3,Front-End Developer,666000,1471000
"pandas, data visualization, tableau, numpy, excel","analytics, financial analysis",diploma,1,Data Analyst,475000,1109000
"ci/cd, cloud, documentation, api design, git, workflow automation","cloud, automation, infrastructure, distributed systems",diploma,6,DevOps Engineer,908000,2177000
"scripting, prometheus, git, concurrency","systems, automation, kpis",master's degree,5,DevOps Engineer,884000,1938000
"presentation skills, customer discovery, critical thinking, user research, stakeholder interviews, business process improvement","user research, learning new tools",bachelor's degree,1,UX Designer,509000,1184000
"roadmap, data visualization, communication, sql, teamwork, problem solving, excel","problem solving, risk management, visualization",master's degree,1,Business Analyst,586000,1297000
"agile, git, python, heuristic evaluation","web development, system design",master's degree,13,Software Engineer,1339000,2933000
"communication, teamwork, market analysis, presentation skills, tailwind css, progressive web apps","reporting, strategy, learning new tools, stakeholder collaboration, accessibility",diploma,14,Business Analyst,1077000,2357000
"git, api design, data structures, visual design, sketch","system reliability, backend systems, infrastructure, requirements analysis",bachelor's degree,14,Back-End Developer,1324000,2992000
"user research, problem solving, design systems, monitoring","technology, web development",master's degree,4,Front-End Developer,599000,1394000
"requirements gathering, roadmap, dashboards, reporting, site reliability, kubernetes","stakeholder collaboration, requirements analysis, analytics, teamwork, automation",bachelor's degree,2,Business Analyst,547000,1155000
"next.js, git, communication, user research, html, agile, figma, css, metrics","user experience, design, coding, problem solving, software craftsmanship",master's degree,1,Front-End Developer,489000,1002000
"debugging, data structures, ci/cd, design patterns, linux","web development, coding, algorithms",bachelor's degree,6,Software Engineer,828000,1925000
"git, design patterns, debugging, ci/cd, javascript, interaction design, design critique","clean code, algorithms, backend systems, systems",phd,3,Software Engineer,669000,1515000
"data visualization, tableau, numpy, machine learning, python, data storytelling, keras","analytics, technology, scalability",bachelor's degree,3,Data Analyst,565000,1329000
"sass, javascript, html","design, coding, web development, cloud computing",master's degree,4,Front-End Developer,646000,1370000
"numpy, excel, machine learning, reporting, presentation skills, data cleaning, agile, gap analysis, requirements gathering","market research, innovation, data analysis",bachelor's degree,1,Data Analyst,526000,1213000
"roadmap, tableau, presentation skills, problem solving, excel, stakeholder communication, kpis","stakeholder collaboration, strategy, requirements analysis, analytics, predictive modeling",bachelor's degree,2,Business Analyst,607000,1310000
